Ranking,Team,Country,Points Scored,1 year change,previous point scored,symbol change,,,,
2271,Ndoki ya Ndombe,Congo DR,1241,37,1241,-,,,,
1070,Nea Salamis,Cyprus,1339,11,1339,-,,,,
290,Neath Athletic,Wales,1501,1,1501,-,,,,
761,NEC Nijmegen,Netherlands,1382,14,1375,+,,,,
438,Necaxa,Mexico,1451,131,1419,+,,,,
1522,Necaxa,Honduras,1293,31,1293,-,,,,
2384,Neftchi,Uzbekistan,1231,40,1238,-,,,,
360,NeftÃ§i,Azerbaijan,1474,16,1480,-,,,,
1998,Neftochimic Burgas 1962,Bulgaria,1257,4,1257,-,,,,
819,Nejmeh SC,Lebanon,1371,31,1366,+,,,,
811,Neman Grodno,Belarus,1373,120,1354,+,,,,
2119,Nembe City FC,Nigeria,1250,47,1250,-,,,,
1377,NeuchÃ¢tel Xamax,Switzerland,1305,4,1305,-,,,,
2733,NevÄ—Å¾is KÄ—dainiai,Lithuania,1171,229,1223,-,,,,
1409,New Edubiase FC,Ghana,1302,1,1302,-,,,,
467,New England Revolution,United States,1443,267,1384,+,,,,
1043,New Soger,Congo DR,1342,1,1342,-,,,,
1606,New Star de Douala,Cameroon,1288,228,1305,-,,,,
381,New York City FC,United States,1468,68,1446,+,,,,
624,New York Red Bulls,United States,1405,60,1392,+,,,,
43,Newcastle United,England,1709,46,1627,+,,,,
1853,Newcastle United Jets,Australia,1267,84,1261,+,,,,
323,Newell's Old Boys,Argentina,1487,121,1541,-,,,,
2691,Newry City AFC,Northern Ireland,1189,7,1189,-,,,,
899,Newtown,Wales,1360,170,1338,+,,,,
1895,Ngezi Platinum FC,Zimbabwe,1264,212,1250,+,,,,
100,Nice,France,1624,106,1539,+,,,,
1938,NIGELEC,Niger,1261,1,1261,-,,,,
1155,Niger Tornadoes,Nigeria,1329,24,1332,-,,,,
2741,Niki Volou,Greece,1166,2,1166,-,,,,
450,NÃ®mes Olympique,France,1447,7,1447,-,,,,
2711,Nistru,Moldova,1181,7,1181,-,,,,
2426,Nitra,Slovakia,1227,31,1227,-,,,,
1782,Njala Quan,Cameroon,1272,6,1272,-,,,,
1966,Njube Sundowns,Zimbabwe,1259,2,1259,-,,,,
724,NK Bravo,Slovenia,1389,10,1387,+,,,,
688,NK Celje,Slovenia,1394,174,1431,-,,,,
2196,NK Istra 1961,Croatia,1245,281,1225,+,,,,
1603,NK Krka,Slovenia,1288,20,1288,-,,,,
2280,NK Krsko,Slovenia,1240,37,1240,-,,,,
2447,NK RudeÅ¡,Croatia,1225,26,1225,-,,,,
1235,NK Tabor SeÅ¾ana,Slovenia,1322,337,1359,-,,,,
2327,NK VaraÅ¾din,Croatia,1236,40,1236,-,,,,
1883,NK Zadar,Croatia,1265,2,1265,-,,,,
2254,NK Zagreb,Croatia,1241,38,1241,-,,,,
2533,NK Zvijezda Gradacac,Bosnia and Herzegovina,1218,24,1218,-,,,,
1586,Nkana FC,Zambia,1289,169,1274,+,,,,
2380,Nkoy,Congo DR,1231,37,1231,-,,,,
2035,Nkoyi Bilombe,Denmark,1254,0,1254,-,,,,
2077,Nkwazi,Zambia,1252,68,1256,-,,,,
2682,Noah JÅ«rmala,Latvia,1190,218,1226,-,,,,
1851,Nogoom FC,Egypt,1267,11,1267,-,,,,
143,Nomme JK Kalju,Estonia,1581,29,1601,-,,,,
1692,Nong Bua Pitchaya FC,Thailand,1280,415,1250,+,,,,
2111,Nord Sport,Denmark,1250,50,1250,-,,,,
870,NordsjÃ¦lland,Denmark,1364,212,1398,-,,,,
2358,North Eastern Re Organising Cultural Association,India,1233,80,1242,-,,,,
2531,North Queensland Fury,Australia,1218,24,1218,-,,,,
2264,Northeast United FC,India,1241,38,1241,-,,,,
755,Norwich City,England,1382,158,1357,+,,,,
422,Novara,Italy,1456,10,1456,-,,,,
1410,Novi Pazar,Serbia,1302,351,1274,+,,,,
629,NÅ  Mura,Slovenia,1405,6,1405,-,,,,
409,Ã‘ublense,Chile,1460,409,1369,+,,,,
453,Nueva Chicago,Argentina,1447,8,1447,-,,,,
777,Nueve de Octubre,Ecuador,1378,112,1359,+,,,,
704,NÃ¼rnberg,Germany,1391,14,1391,-,,,,
1885,NyÃ­regyhÃ¡za Spartacus,Hungary,1264,2,1264,-,,,,
689,O'Higgins,Chile,1394,179,1431,-,,,,
2744,Obod,Uzbekistan,1165,1,1165,-,,,,
1598,Obolon',Ukraine,1288,19,1288,-,,,,
1700,Ocean Boys FC,Nigeria,1280,3,1280,-,,,,
2009,Ocean Pacifique,Denmark,1256,2,1256,-,,,,
1157,OCK Khouribga,Morocco,1329,226,1305,+,,,,
1056,Odds Ballklubb,Norway,1340,331,1385,-,,,,
969,Odense Boldklub,Denmark,1352,98,1362,-,,,,
1829,Odra WodzisÅ‚aw,Poland,1269,12,1269,-,,,,
1816,Oestersunds FK,Sweden,1270,792,1345,-,,,,
2471,Office Niger Sports,Mali,1223,26,1223,-,,,,
999,OFI Crete,Greece,1347,297,1315,+,,,,
1761,OFK Beograd,Serbia,1274,1,1274,-,,,,
1438,OFK Titograd,Montenegro,1301,2,1301,-,,,,
1750,OFTA FC,Cameroon,1275,309,1300,-,,,,
2456,Ohod Saudi FC,Saudi Arabia,1224,25,1224,-,,,,
1372,Oita Trinita,Japan,1306,125,1298,+,,,,
2033,Okzhetpes Kokshetau,Kazakhstan,1254,0,1254,-,,,,
494,Oleksandriya,Ukraine,1436,70,1419,+,,,,
1159,Olhanense,Portugal,1329,5,1329,-,,,,
248,Olimpia,Honduras,1521,71,1553,-,,,,
262,Olimpia,Paraguay,1514,128,1583,-,,,,
316,Olimpija Ljubljana,Slovenia,1489,16,1497,-,,,,
1386,Olimpik Donetsk,Ukraine,1304,2,1304,-,,,,
2356,Olimpik Sarajevo,Bosnia and Herzegovina,1233,40,1233,-,,,,
998,Olimpo,Argentina,1347,2,1347,-,,,,
44,Olympiakos,Greece,1706,7,1728,-,,,,
873,Olympiakos Nicosia,Cyprus,1364,212,1336,+,,,,
420,Olympiakos Volos,Greece,1457,10,1457,-,,,,
2103,Olympic Club,Congo DR,1250,2,1250,-,,,,
1161,Olympic Club de Safi,Morocco,1328,114,1341,-,,,,
1512,Olympic El Qanah FC,Egypt,1295,25,1295,-,,,,
1924,Olympic Niamey,Niger,1262,6,1262,-,,,,
1329,Olympique BÃ©ja,Tunisia,1311,104,1301,+,,,,
574,Olympique de Bamako,Mali,1419,6,1419,-,,,,
1547,Olympique de Medea,Algeria,1291,441,1334,-,,,,
2198,Olympique de Missira,Mali,1245,42,1245,-,,,,
1929,Olympique du Kef,Tunisia,1262,7,1262,-,,,,
1116,Omiya Ardija,Japan,1334,9,1334,-,,,,
247,Omonia Nicosia,Cyprus,1521,108,1576,-,,,,
654,Once Caldas,Colombia,1400,187,1442,-,,,,
1716,Once Municipal,El Salvador,1278,75,1271,+,,,,
2089,ONGC FC,India,1251,1,1251,-,,,,
1599,Onze CrÃ©ateurs,Mali,1288,20,1288,-,,,,
2507,Opava,Czech Republic,1220,29,1220,-,,,,
600,Ordabasy Shymkent,Kazakhstan,1411,51,1422,-,,,,
1201,Orduspor,Turkey,1325,6,1325,-,,,,
1631,Ã–rebro,Sweden,1286,537,1335,-,,,,
746,Orense SC,Ecuador,1384,451,1325,+,,,,
1694,Ã–rgryte,Sweden,1280,4,1280,-,,,,
946,Oriente Petrolero,Bolivia,1354,40,1358,-,,,,
2520,OriÃ³n,Costa Rica,1218,27,1218,-,,,,
993,Orlando City,United States,1348,38,1351,-,,,,
463,Orlando Pirates,South Africa,1444,73,1462,-,,,,
131,Osasuna,Spain,1591,38,1622,-,,,,
191,Osijek,Croatia,1549,7,1541,+,,,,
810,OsmanlÄ±spor FK,Turkey,1373,19,1373,-,,,,
1597,Ã–ster,Sweden,1288,19,1288,-,,,,
1130,OÅ£elul GalaÅ£i,Romania,1332,2,1332,-,,,,
1702,Othellos Athienou FC,Cyprus,1279,5,1279,-,,,,
933,Oud-Heverlee Leuven,Belgium,1356,43,1359,-,,,,
2275,Ouragahio,Ivory Coast,1240,38,1240,-,,,,
2105,PA Sambizanga,Angola,1250,71,1249,+,,,,
1449,PacÃ­fico,Peru,1299,29,1299,-,,,,
528,PaÃ§os de Ferreira,Portugal,1429,117,1457,-,,,,
1315,Padideh F.C.,Iran,1312,567,1381,-,,,,
2273,PAEEK,Cyprus,1240,833,1300,-,,,,
2721,Paernu Linnameeskond,Estonia,1177,4,1177,-,,,,
445,Pafos FC,Cyprus,1449,183,1405,+,,,,
372,Paide Linnameeskond,Estonia,1470,75,1447,+,,,,
276,Pakhtakor Tashkent,Uzbekistan,1508,68,1538,-,,,,
710,Paksi SE,Hungary,1390,17,1385,+,,,,
672,Palermo,Italy,1397,8,1397,-,,,,
620,Palestino,Chile,1406,47,1418,-,,,,
15,Palmeiras,Brazil,1831,33,1708,+,,,,
187,Panathinaikos,Greece,1552,68,1518,+,,,,
828,Pandurii TÃ¢rgu Jiu,Romania,1370,16,1370,-,,,,
1376,Panetolikos,Greece,1305,156,1295,+,,,,
1195,Panionios,Greece,1326,8,1326,-,,,,
1688,Panserraikos,Greece,1281,5,1281,-,,,,
1525,PanthÃ¨re,Cameroon,1293,401,1332,-,,,,
2057,Panthrakikos Komotini,Greece,1253,2,1253,-,,,,
127,PAOK FC,Greece,1598,30,1620,-,,,,
2637,PÃ¡pa,Hungary,1202,9,1202,-,,,,
2181,Papua New Guinea U20,Papua New Guinea,1246,42,1246,-,,,,
766,Paradou AC,Algeria,1381,62,1389,-,,,,
790,ParanÃ¡ Clube,Brazil,1376,19,1376,-,,,,
12,Paris Saint-Germain,France,1847,4,1885,-,,,,
742,Parma Calcio 1913,Italy,1385,16,1385,-,,,,
2759,PÃ¤rnu JK Vaprus,Estonia,1144,31,1176,-,,,,
1927,Parrillas One,Honduras,1262,7,1262,-,,,,
1211,Pars Jonoubi Jam,Iran,1324,10,1324,-,,,,
1749,Partick Thistle,Scotland,1275,0,1275,-,,,,
59,Partizan Beograd,Serbia,1685,23,1637,+,,,,
2269,Partizan Minsk,Belarus,1241,37,1241,-,,,,
2073,Partizani Tirana,Albania,1252,1,1252,-,,,,
803,PAS Giannina,Greece,1374,439,1320,+,,,,
1596,Pas Hamedan,Iran,1288,19,1288,-,,,,
2415,Pasaquina F.C.,El Salvador,1228,32,1228,-,,,,
935,Patriotas BoyacÃ¡,Colombia,1356,108,1342,+,,,,
504,Patronato de Parana,Argentina,1433,76,1452,-,,,,
1478,Pattaya United,Thailand,1298,25,1298,-,,,,
1002,Paykan F.C.,Iran,1346,98,1335,+,,,,
841,PEC Zwolle,Netherlands,1368,290,1422,-,,,,
1224,PÃ©csi MFC,Hungary,1323,10,1323,-,,,,
2668,Pelister,Macedonia,1193,397,1243,-,,,,
2160,Pelita Bandung Raya,Indonesia,1247,43,1247,-,,,,
1476,Penafiel,Portugal,1298,25,1298,-,,,,
196,PeÃ±arol,Uruguay,1547,54,1574,-,,,,
1810,Penybont FC,Wales,1270,59,1265,+,,,,
1265,PÃ©rez ZeledÃ³n,Costa Rica,1318,99,1328,-,,,,
1150,Persebaya Surabaya,Indonesia,1330,402,1294,+,,,,
2480,Persela Lamongan,Indonesia,1222,551,1261,-,,,,
2061,Persema Malang,Indonesia,1253,1,1253,-,,,,
121,Persepolis,Iran,1604,23,1618,-,,,,
2317,Perseru Badak Lampung,Indonesia,1237,40,1237,-,,,,
753,Persib Bandung,Indonesia,1383,180,1353,+,,,,
1890,Persiba Balikpapan,Indonesia,1264,2,1264,-,,,,
1405,Persidafon,Indonesia,1303,2,1303,-,,,,
894,Persija Jakarta,Indonesia,1360,117,1375,-,,,,
2208,Persijap Jepara,Indonesia,1244,41,1244,-,,,,
2200,Persik Kediri,Indonesia,1245,88,1242,+,,,,
2093,Persikabo 1973 (INA),Indonesia,1251,205,1241,+,,,,
788,Persipura Jayapura,Indonesia,1376,147,1403,-,,,,
2661,Persiraja Aceh,Indonesia,1195,626,1254,-,,,,
2116,Persiram Raja Ampat,Indonesia,1250,47,1250,-,,,,
2183,Persita Tangerang,Indonesia,1246,2,1248,-,,,,
2433,Persitara Jakarta,Indonesia,1226,29,1226,-,,,,
1799,Persiwa Wamena,Indonesia,1271,10,1271,-,,,,
1578,Perth Glory,Australia,1289,405,1327,-,,,,
1454,Pescara,Italy,1299,28,1299,-,,,,
2189,Petro Souths,Papua New Guinea,1245,44,1245,-,,,,
1291,Petrojet,Egypt,1315,6,1315,-,,,,
1167,Petrolul PloieÅŸti,Romania,1328,5,1328,-,,,,
1999,Petrovac,Montenegro,1257,33,1259,-,,,,
1974,PetrÅ¾alka,Slovakia,1259,2,1259,-,,,,
184,PFC CSKA Sofia,Bulgaria,1554,43,1575,-,,,,
678,PFC Lokomotiv Sofia 1929,Bulgaria,1395,263,1455,-,,,,
85,PFC Ludogorets 1945 Razgrad,Bulgaria,1642,6,1626,+,,,,
229,PFC Sochi,Russia,1530,49,1505,+,,,,
1185,Pharco FC,Egypt,1327,256,1300,+,,,,
431,Philadelphia Union,United States,1452,37,1461,-,,,,
484,Piast Gliwice,Poland,1438,17,1433,+,,,,
1976,Pirae,Syria,1259,139,1268,-,,,,
1427,Pirin Blagoevgrad,Bulgaria,1301,13,1302,-,,,,
2424,Pirin Gotse Delchev,Bulgaria,1227,31,1227,-,,,,
2387,PK-35 Vantaa,Finland,1231,34,1231,-,,,,
2168,Platanias,Greece,1247,42,1247,-,,,,
506,Plateau United,Nigeria,1433,34,1423,+,,,,
2120,Platense,Honduras,1250,574,1294,-,,,,
1253,Platinum Stars,South Africa,1319,3,1319,-,,,,
575,Plaza Colonia,Uruguay,1418,42,1426,-,,,,
2707,Pobeda,Macedonia,1183,9,1183,-,,,,
1876,Podbeskidzie Bielsko-Biala,Poland,1265,9,1265,-,,,,
1854,PodbrezovÃ¡,Slovakia,1267,11,1267,-,,,,
391,PogoÅ„ Szczecin,Poland,1465,195,1414,+,,,,
352,Pohang Steelers,South Korea,1476,40,1493,-,,,,
2222,Point Fortin FC,Trinidad and Tobago,1243,40,1243,-,,,,
2722,Police,Trinidad and Tobago,1177,4,1177,-,,,,
2488,Police FC,Niger,1222,30,1222,-,,,,
1531,Police Tero FC,Thailand,1293,76,1289,+,,,,
1988,Police United FC,Thailand,1258,3,1258,-,,,,
1759,Politehnica IaÅŸi,Romania,1274,2,1274,-,,,,
1506,Polokwane City,South Africa,1295,21,1295,-,,,,
1666,Polonia Bytom,Poland,1283,11,1283,-,,,,
716,Polonia Warszawa,Poland,1390,16,1390,-,,,,
439,Ponte Preta,Brazil,1451,9,1451,-,,,,
2481,Porcelana FC,Angola,1222,30,1222,-,,,,
723,Port F.C.,Thailand,1389,30,1391,-,,,,
953,Port Talbot,Wales,1353,17,1353,-,,,,
2723,Portadown FC,Northern Ireland,1176,190,1220,-,,,,
2446,Porthmadog,Wales,1225,25,1225,-,,,,
645,Portimonense,Portugal,1402,5,1401,+,,,,
644,Portland Timbers,United States,1402,77,1419,-,,,,
1431,Portmore United FC,Jamaica,1301,301,1332,-,,,,
531,Portsmouth,England,1428,6,1428,-,,,,
183,Portuguesa,Brazil,1554,8,1554,-,,,,
1892,Portuguesa FC,Venezuela,1264,550,1229,+,,,,
1089,Power Dynamos,Zambia,1338,9,1335,+,,,,
1785,Prachuap FC,Thailand,1272,86,1280,-,,,,
2325,Prestatyn Town FC,Wales,1236,39,1236,-,,,,
1602,Pretoria University,South Africa,1288,19,1288,-,,,,
1973,PÅ™Ã­bram,Czech Republic,1259,2,1259,-,,,,
1862,Primorje,Slovenia,1267,15,1267,-,,,,
1781,Prison Leopards,Zambia,1272,224,1256,+,,,,
2133,Progresso AssociaÃ§Ã£o do Sambizanga,Angola,1249,406,1277,-,,,,
1736,Progresso da Lunda Sul,Angola,1276,2,1276,-,,,,
2462,PS Kemi,Finland,1224,26,1224,-,,,,
1783,PSIS,Indonesia,1272,68,1266,+,,,,
1418,PSM Makassar,Indonesia,1302,214,1324,-,,,,
2294,PSMS,Indonesia,1238,44,1238,-,,,,
1912,PSPS Pekanbaru,Indonesia,1263,4,1263,-,,,,
1940,PSS Sleman,Indonesia,1260,64,1265,-,,,,
31,PSV Eindhoven,Netherlands,1752,16,1709,+,,,,
2534,PTT Rayong FC,Thailand,1217,24,1217,-,,,,
2374,Puaikura,Cook Islands,1232,36,1232,-,,,,
1415,Puerto Rico Islanders,Puerto Rico,1302,1,1302,-,,,,
2678,Puerto Rico United,Puerto Rico,1191,9,1191,-,,,,
335,Pumas UNAM,Mexico,1482,58,1505,-,,,,
699,Pune FC,India,1392,14,1392,-,,,,
1855,Punjab Football Club,India,1267,3,1266,+,,,,
1863,Puntarenas FC,Costa Rica,1266,13,1266,-,,,,
1186,Pusamania Borneo FC,Indonesia,1326,99,1316,+,,,,
526,PuskÃ¡s FC,Hungary,1429,86,1409,+,,,,
1026,Pwd Bamenda,Cameroon,1343,41,1339,+,,,,
325,Pyramids FC,Egypt,1487,84,1457,+,,,,
781,QÃ¤bÃ¤lÃ¤,Azerbaijan,1377,66,1366,+,,,,
159,QarabaÄŸ,Azerbaijan,1571,41,1541,+,,,,
1354,Qatar SC,Qatar,1308,82,1318,-,,,,
2547,Qingdao FC,China PR,1216,1019,1295,-,,,,
1568,Qingdao Jonoon,China PR,1290,23,1290,-,,,,
2192,Qizilqum Zarafshon,Uzbekistan,1245,291,1224,+,,,,
449,Queens Park Rangers,England,1448,7,1448,-,,,,
2523,Quelaton,Zimbabwe,1218,27,1218,-,,,,
593,QuerÃ©taro,Mexico,1413,5,1414,-,,,,
917,Quilmes,Argentina,1358,7,1358,-,,,,
1723,R.F.C. Seraing,Belgium,1277,762,1350,-,,,,
1617,RabotniÄki,Macedonia,1287,131,1299,-,,,,
2553,Racing Beirut,Lebanon,1215,23,1215,-,,,,
137,Racing Club,Argentina,1586,104,1737,-,,,,
1140,Racing Club,Uruguay,1331,2,1331,-,,,,
1428,Racing Club d'Abidjan,Ivory Coast,1301,155,1291,+,,,,
2287,Racing de Casablanca,Morocco,1239,42,1239,-,,,,
741,Racing Santander,Spain,1385,18,1385,-,,,,
2069,Rad Beograd,Serbia,1252,2,1252,-,,,,
2131,RadniÄki 1923 Kragujevac,Serbia,1249,252,1265,-,,,,
567,RadniÄki NiÅ¡,Serbia,1419,30,1424,-,,,,
1869,Radnik Bijeljina,Bosnia and Herzegovina,1266,216,1286,-,,,,
1094,Radomiak Radom,Poland,1337,347,1300,+,,,,
1903,Radomlje,Slovenia,1263,851,1158,+,,,,
1510,Rah Ahan,Iran,1295,23,1295,-,,,,
2588,Raja Beni Mellal,Morocco,1209,19,1209,-,,,,
2088,Rajasthan United,India,1251,19,1250,+,,,,
2685,Rakvere JK Tarvas,Estonia,1190,8,1190,-,,,,
1484,Ramonense PO,Costa Rica,1297,22,1297,-,,,,
1443,Rampla Juniors,Uruguay,1300,29,1300,-,,,,
2176,Ranchers Bees,Nigeria,1246,42,1246,-,,,,
808,Randers FC,Denmark,1373,17,1369,+,,,,
2080,Rangdajied United,India,1252,0,1252,-,,,,
32,Rangers,Scotland,1750,1,1745,+,,,,
1036,Rangers,Chile,1342,2,1342,-,,,,
1646,Ranheim,Norway,1285,15,1285,-,,,,
731,Rapid BucureÅŸti,Romania,1387,184,1357,+,,,,
301,Rapid Wien,Austria,1496,69,1526,-,,,,
1649,Rapide Club Oued Zem,Morocco,1284,544,1334,-,,,,
1361,Ratchaburi FC,Thailand,1307,344,1345,-,,,,
235,Rayo Vallecano,Spain,1526,15,1519,+,,,,
21,RB Leipzig,Germany,1793,2,1772,+,,,,
1336,RC ArbaÃ¢,Algeria,1310,432,1273,+,,,,
1947,RC Bafoussam,Cameroon,1260,715,1321,-,,,,
2519,RC Kinshasa,Congo DR,1219,326,1248,-,,,,
2036,RC Relizane,Algeria,1254,862,1327,-,,,,
86,RC Strasbourg,France,1639,137,1530,+,,,,
193,RCA Raja Casablanca Athletic,Morocco,1548,58,1519,+,,,,
179,RCD Espanyol,Spain,1557,107,1503,+,,,,
516,Reading,England,1431,4,1431,-,,,,
29,Real Betis,Spain,1759,15,1716,+,,,,
1519,Real Cartagena,Colombia,1294,32,1294,-,,,,
487,Real EspaÃ±a,Honduras,1437,310,1372,+,,,,
786,Real EstelÃ­,Nicaragua,1376,42,1368,+,,,,
1697,Real Juventud,Honduras,1280,4,1280,-,,,,
1933,Real Kashmir FC,India,1261,255,1283,-,,,,
3,Real Madrid,Spain,2010,1,1937,+,,,,
2736,Real Madriz,Nicaragua,1169,30,1187,-,,,,
2629,Real MamorÃ©,Bolivia,1203,12,1203,-,,,,
2612,Real PotosÃ­,Bolivia,1206,102,1222,-,,,,
824,Real Salt Lake,United States,1370,252,1337,+,,,,
1579,Real Santa Cruz,Bolivia,1289,357,1261,+,,,,
37,Real Sociedad,Spain,1722,1,1726,-,,,,
2500,Real Sociedad,Honduras,1221,207,1241,-,,,,
2578,Real Tamale,Ghana,1212,69,1201,+,,,,
1612,Real Tomayapo,Bolivia,1287,225,1304,-,,,,
274,Real Valladolid,Spain,1509,4,1509,-,,,,
371,Real Zaragoza,Spain,1470,9,1470,-,,,,
1025,Recreativo da CaÃ¡la,Angola,1343,50,1338,+,,,,
752,Recreativo do Libolo,Angola,1383,106,1402,-,,,,
1035,Red Arrows,Zambia,1342,499,1295,+,,,,
144,Red Bull Bragantino SP,Brazil,1580,65,1640,-,,,,
30,Red Bull Salzburg,Austria,1755,10,1720,+,,,,
211,Reims,France,1538,35,1521,+,,,,
1303,Remo Stars,Nigeria,1314,790,1251,+,,,,
1360,Renaissance Club Zemamra,Morocco,1307,319,1283,+,,,,
1584,Renaissance de Ngoumou,Cameroon,1289,238,1309,-,,,,
48,Rennes,France,1697,68,1599,+,,,,
2700,Reno FC,Jamaica,1186,8,1186,-,,,,
1740,Renova,Macedonia,1276,263,1256,+,,,,
1039,Rentistas,Uruguay,1342,49,1348,-,,,,
661,Resistencia Sport Club,Paraguay,1399,300,1350,+,,,,
2463,Revan Baku,Azerbaijan,1224,26,1224,-,,,,
2228,Rewa,Fiji,1243,40,1243,-,,,,
1171,Rhyl,Wales,1328,4,1328,-,,,,
714,Riga FC,Latvia,1390,47,1397,-,,,,
637,Rigas Futbola skola,Latvia,1403,141,1375,+,,,,
251,Rijeka,Croatia,1519,4,1520,-,,,,
1707,RÃ­o Abajo,Panama,1279,4,1279,-,,,,
464,Rio Ave,Portugal,1443,2,1443,-,,,,
1553,Rising Stars,Nigeria,1291,25,1291,-,,,,
25,River Plate,Argentina,1773,1,1756,+,,,,
539,River Plate,Uruguay,1426,43,1415,+,,,,
816,River Plate Ecuador,Ecuador,1371,288,1334,+,,,,
627,River Plate PR,Puerto Rico,1405,6,1405,-,,,,
2460,Rivoli United,Jamaica,1224,27,1224,-,,,,
1034,Rizespor,Turkey,1342,181,1365,-,,,,
669,RKC Waalwijk,Netherlands,1397,514,1326,+,,,,
1722,RNK Split,Croatia,1277,2,1277,-,,,,
2261,Roan United,Zambia,1241,38,1241,-,,,,
995,Roda JC Kerkrade,Netherlands,1348,6,1348,-,,,,
1199,Roeselare,Belgium,1325,7,1325,-,,,,
2425,Rojolu,Congo DR,1227,31,1227,-,,,,
27,Roma,Italy,1763,16,1717,+,,,,
1812,RoPS Rovaniemi,Finland,1270,35,1272,-,,,,
273,Rosario Central,Argentina,1509,66,1538,-,,,,
342,Rosenborg BK,Norway,1479,58,1503,-,,,,
1322,Ross County,Scotland,1312,428,1275,+,,,,
2323,Roumde Adjia,Cameroon,1236,40,1236,-,,,,
951,Royal AM,South Africa,1354,490,1300,+,,,,
284,Royal Antwerp FC,Belgium,1503,18,1513,-,,,,
1175,Royal Excel Mouscron PÃ©ruwelz,Belgium,1328,4,1328,-,,,,
778,Royal Pari,Bolivia,1378,30,1371,+,,,,
1867,Royal Wahingdoh,India,1266,11,1266,-,,,,
604,RSB Berkane,Morocco,1409,10,1413,-,,,,
176,RSC Anderlecht,Belgium,1559,63,1523,+,,,,
369,Rubin Kazan,Russia,1471,98,1507,-,,,,
909,Rubio Ã‘Ãº,Paraguay,1359,10,1359,-,,,,
1536,Ruch ChorzÃ³w,Poland,1292,31,1292,-,,,,
1770,Rudar Pljevlja,Montenegro,1273,360,1302,-,,,,
2573,Rudar Prijedor,Bosnia and Herzegovina,1212,4,1215,-,,,,
2098,Rudar Velenje,Slovenia,1250,3,1250,-,,,,
838,Rukh Vynnyky,Ukraine,1369,12,1368,+,,,,
398,RuÅ¾omberok,Slovakia,1463,478,1361,+,,,,
1006,Saba Qom,Iran,1345,3,1345,-,,,,
1526,Sabah FK,Azerbaijan,1293,430,1260,+,,,,
2265,Sabana de Mopti,Mali,1241,38,1241,-,,,,
2122,SabÃ©,Ivory Coast,1250,46,1250,-,,,,
1504,Sable BatiÃ©,Cameroon,1295,20,1295,-,,,,
972,Saburtalo,Georgia,1351,25,1352,-,,,,
1792,Sacachispas Chiquimula,Guatemala,1271,9,1271,-,,,,
597,Sagan Tosu,Japan,1412,81,1394,+,,,,
1505,SÄƒgeata NÄƒvodari,Romania,1295,21,1295,-,,,,
891,Sagrada EsperanÃ§a,Angola,1361,182,1338,+,,,,
2582,Sahab SC,Jordan,1211,58,1203,+,,,,
2038,Sahel,Niger,1254,1,1254,-,,,,
1426,SaÃ¯da,Algeria,1301,1,1301,-,,,,
1956,Saint George,Ethiopia,1260,5,1260,-,,,,
2217,Saint-ClÃ©ment,Congo DR,1243,40,1243,-,,,,
500,Saint-Eloi Lupopo,Congo DR,1434,71,1419,+,,,,
498,Saint-Ã‰tienne,France,1434,250,1520,-,,,,
2342,Saint-Luc,Congo DR,1234,39,1234,-,,,,
1249,Saipa FC,Iran,1319,154,1335,-,,,,
2701,Salam Zgharta,Lebanon,1186,8,1186,-,,,,
814,Salgaocar,India,1372,19,1372,-,,,,
180,Sampdoria,Italy,1556,92,1627,-,,,,
844,Samsunspor,Turkey,1367,15,1367,-,,,,
1962,Samut Prakan City,Thailand,1259,135,1268,-,,,,
2610,Samut Songkram,Thailand,1206,16,1206,-,,,,
1284,San Francisco FC,Panama,1316,188,1335,-,,,,
2557,San JosÃ©,Bolivia,1215,1419,1331,-,,,,
1334,San Jose Earthquakes,United States,1310,64,1303,+,,,,
1901,San Juan FC,Puerto Rico,1263,5,1263,-,,,,
2502,San Juan Jabloteh,Trinidad and Tobago,1220,28,1220,-,,,,
343,San Lorenzo de Almagro,Argentina,1479,146,1542,-,,,,
1390,San Luis,Chile,1304,1,1304,-,,,,
1030,San Luis FC,Mexico,1343,5,1343,-,,,,
1104,San Marcos,Chile,1336,17,1336,-,,,,
473,San MartÃ­n de TucumÃ¡n,Argentina,1441,1,1441,-,,,,
387,San MartÃ­n San Juan,Argentina,1466,11,1466,-,,,,
970,San Pedro,Ivory Coast,1352,176,1330,+,,,,
1670,San Simon,Peru,1282,12,1282,-,,,,
985,Sanat Naft Abadan,Iran,1349,94,1359,-,,,,
2596,Sandals South Coast,Jamaica,1209,17,1209,-,,,,
1745,Sandecja Nowy SÄ…cz,Poland,1275,1,1275,-,,,,
1560,Sandefjord Football,Norway,1290,431,1257,+,,,,
2024,Sandnes,Norway,1255,1,1255,-,,,,
428,Sanfrecce Hiroshima,Japan,1454,62,1470,-,,,,
943,Sanga Balende,Congo DR,1354,141,1371,-,,,,
595,Santa Cruz,Brazil,1412,0,1412,-,,,,
382,Santa Fe,Colombia,1468,145,1523,-,,,,
2043,Santa Gema FC,Panama,1254,1,1254,-,,,,
918,Santa Lucia Cotzumalguapa,Guatemala,1358,152,1338,+,,,,
2451,Santa Rita de CÃ¡ssia FC,Angola,1225,48,1223,+,,,,
1474,Santa Tecla FC,El Salvador,1298,442,1343,-,,,,
1062,Santiago Morning,Chile,1340,8,1340,-,,,,
